473.07123386438576,550.8446343515169
364.21001715295375,445.79147922363285
887.1509561956428,1019.671400746351
808.7540179729906,1663.4335609229513
898.2071116252803,1254.5996945255563
953.6585227418811,1622.4625293070421
844.6914524245461,1389.8753754885354
907.1467979445373,1174.9239953441709
961.4534060575088,1392.4373374514007
902.9285322120005,1092.0546389197011
247.69820907636,405.95836288285517
719.1600067026903,798.2988272673631
825.8858748273325,810.875112602079
1083.4499559642438,1390.4486919603642
492.6814660213098,590.2830168810553
484.860803520853,411.6650770072802
678.3985952962145,1707.914727770494
644.584122120723,826.3643168459827
438.8061680664887,276.396747610955
730.1224183280781,598.4387213385769
248.98662097507057,149.74945744507605
227.7328688767409,449.23734644087915
251.58893217783813,587.4508364672967
150.67943953927448,158.15230299641675
1080.1297616025386,629.5675269965391
411.0130218061737,412.476000027606
735.2101922531234,798.993626817142
246.1473002770135,205.71864451946126
487.2994186179306,306.107718580884
487.78946747650974,487.9954245941378
268.3030822024276,646.5551853337192
482.4405496482294,483.1333421522667
241.22665421102056,212.84996151552764
731.050064256221,866.0645722412299
955.6971994917301,1040.6838300573916
447.29264289843394,305.3520095432112
227.40244430245704,330.62306269363535
347.9036886979737,883.8429859408543
359.2070387206693,179.5101628538038
411.6566341627653,838.8382474972251
706.7464379298704,192.79668755870048
414.7005525078423,664.6140162447856
620.7443828291767,1156.6265168737193
319.8734563432024,578.9939269304834
593.313915236813,435.9271426055694
246.61707217267934,178.77512400024034
497.1760105442357,479.36394286942004
1102.3138851510623,963.8533311533096
723.99276077334,768.4377555043134
248.79846849876816,193.65146054657077
897.6544535015636,1256.2775020410716
903.7008749827645,1017.6834112799831
907.8632402197845,1175.368053748048
809.7210725000386,1662.6034641414803
952.7661977876377,1623.8829063562475
823.0866189505158,1395.4162060699384
961.4194660595612,1394.1451338490492
909.5525883072909,1079.678377770062
331.0006999374675,451.42277372739903
242.3016123029921,197.0697257861817
364.0798550354523,442.46377549193767
489.31001183396813,502.02933780116706
1229.0028517624671,1793.2756086179163
828.5944168254358,462.71194894881
824.3510766931482,506.6582770598301
780.8535967290901,1790.339121940172
885.4847113317345,707.9527572639779
782.5263914124274,1739.1391669555856
518.795628170696,625.7645415664184
251.05158699003988,222.47655654622017
365.1638713436829,317.45836350177643
567.4149647367481,928.6338683462627
475.7092119403292,647.241433349178
475.90281290224834,377.2685720172948
367.2852459826846,718.4862900078064
473.06098700065377,423.4875045535983
1099.3729408456138,1083.672094866362
